selected,url,fiction_id,title,relevance_score,quality_score,combined_score,followers,rating,rating_count,popularity_hits,search_hits,tags,reasons,quality_reasons,synopsis
True,https://www.royalroad.com/fiction/91172/the-5th-hero-is-a-beast-queer-litrpg-isekai,91172,The 5th Hero is a Beast [Queer LitRPG Isekai],20.0,10.611381088099959,30.61138108809996,1270,,79,1,4,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Progression"", ""Ruling Class"", ""Action"", ""Adventure"", ""Fantasy"", ""Romance"", ""GameLit"", ""Gender Bender"", ""High Fantasy"", ""Magic"", ""Male Gay Romance"", ""Reincarnation"", ""Romance Subplot""]","[""philosophy:identity"", ""psychology:trauma"", ""cross-domain-evidence""]","[""followers=1270"", ""rating_count=79""]","A power-hungry royal summons five heroes... and ends up with four. After waking up on the outskirts of the capital of Amnasín, the fifth hero stumbles along unnamed, relying on charades and the kindness of others for weeks until a near-death experience leads them to regain the ability to talk. And they have

a lot

to say. Their loyalty lies with the Adventurer's Guild who saved them, but the 5th Hero must contend with the King-Consort's demands and survive until the Queen returns home. From nobody to beastmaster and beyond, join the 5th hero as they discover their identity and voice... and delve into a little romance in their free time.

What to expect:

The progression is

slow

, as the hero struggles without magic or knowledge for a while, building relationships through a complex game of charades. There are POV shifts to fit backstories or side plots in, but the main character is the only character whose stats and skill progression will be focused on for the majority of the story.

When do we get to the good stuff?

Chapter 12

Here's the thing:

I overexplain lore. I dig my fingernails into the side characters and hold on for dear life. If I feel that it's interesting to learn that this lichen is used in bleed effect poisons and that it propagates in the wild by attaching to animal's backs from overhanging rocks, only to be rubbed off on different rocks when the bleed effect starts to cause a rash... I'm going to tell you that, in detail.

I'm not writing to suit a broad audience for publishing; I'm writing to enjoy my own world and give you a chance to enjoy it too.

About the Contents:

- I sink my teeth into

worldbuilding

and chew on it like a hyena

-

Character development

beyond skills and loner trope

-

Queer themes

, overt and subtle

-

No AI

at any point in the process

- system interfaces + stat sheets as a loose guideline, I play by the rule of cool

-

the occasional explicit encounter

interlaced with learning about why characters behave as they do

- mentions of

sensitive content

as points of trauma, not jokes

-

graphic violence

! spill their guts!

- we love

profanity

here - $%@!

Releases Tuesdays + bonus content every 10 chapters!

Sibling fiction to

Worth Their Salt"
True,https://www.royalroad.com/fiction/128880/the-machine-god,128880,The Machine God,18.5,11.91593242056957,30.41593242056957,6415,,632,1,0,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Progression"", ""Anti-Hero Lead"", ""Super Heroes"", ""Action"", ""Adventure"", ""Psychological"", ""Sci-fi"", ""Male Lead"", ""Soft Sci-fi"", ""Strong Lead""]","[""psychology:madness"", ""strong-tag:psychological""]","[""followers=6415"", ""rating_count=632""]","The world’s evolving. The System is waking up. And it already sees Alexander as a threat.

Alexander died and woke up in a world not so different from his own.

Except for the aliens. And the superhumans.

He's looking forward to meeting an alien. Supes? Not so much.

See, somehow he’s become a villain. Worse, he’s put together a supervillain team. And now every superhero and bounty hunter in the country is after him. But at least he’s made some damn good friends along the way.

Besides, what’s the point of having superpowers if you don’t intend to do something with them? It’s a world where the rich and powerful get away with murder, and heroes cause as much destruction as the bad guys. Alexander’s going to change that, no matter the cost.

And at the center of all the madness is something no one truly understands:

A System, still being born. Shaped by humanity's hopes and dreams. Greed and ambition. Not to mention the desperation.

And it doesn't just want this world.

It wants all of them.

What to expect:

From weak to strong to godlike; a relentless climb in power and mastery

An antagonistic System slowly expanding its reach, seeking to control all things

Slow-burn reveals with Multiversal stakes, and layers of mystery to unravel

Gritty, character-driven progression fantasy in a soft sci-fi universe

A sharp, tactical protagonist growing into his role while bending the System to his will

Superpowers, cybernetics, starships, and magic

Found family, morally grey decisions, and the cost of ambition

Frequent updates: Monday to Friday"
True,https://www.royalroad.com/fiction/64438/daily-life-in-another-world-isekai-no-nichijou,64438,Daily life in another world 「Isekai no Nichijou」,18.5,11.468530463617242,29.968530463617242,4599,,138,1,2,"[""Portal Fantasy / Isekai"", ""Psychological"", ""Non-Human Lead"", ""Slice of Life"", ""Adventure"", ""Fantasy"", ""Female Lead"", ""Gender Bender"", ""Magic"", ""Reincarnation""]","[""psychology:sanity"", ""strong-tag:psychological""]","[""followers=4599"", ""rating_count=138""]","“Blessed is she, who sails with heart and steel.”

Getting reincarnated into another world as an unknown race isn't what someone would usually think would happen after surviving a very close call with death... and then dying anyway right after. While he had faint expectations of this possibility, they were fleeting fantasies and delusions from when he was young, never had he thought too much in depth about it.

Now, however, he'd wished he could have had more time to explore those fantasies.

Stranded in an entirely different world as a strange species and different body, armed with nothing but a head, two hands, feet— and a tail, she(?)... now needs to survive, adapt, and overcome, with almost 0 survival skills or knowledge of where, what, when, and how about everything. Questioning why are the monsters so damn big? Debating if this glowing mushroom is edible? Is this tree following me around? What is me and who is that? And narrating myself to keep my waning sanity alive...

""Isekai is too hard!""

[participant in the Royal Road Writathon challenge]

Author's Note: [edited as of 2024-09-16]

This is my first attempt at writing a story, so keep your expectations low and your hopes high.

I try to write during my free-time, therefore I'll be focusing more on quality than upload consistency.

While the title may be somewhat of a

misnomer to the more avid anime fans out there, I assure you that this is as far from possible from the more light hearted depictions of the slice-of-life genre. The original intent of the story's name was to be the telling of what would be a day-to-day experience of a person who has been absconded from their home and thrown into a world of fantasy, with everything in between be it grim or light. If you're curious, try to at least give at try!

P.S: Also on ScribbleHub!"
True,https://www.royalroad.com/fiction/114617/ominus-vau-god-prince-of-draan,114617,Ominus Vau: God-Prince of Draan,20.5,9.263698924319636,29.763698924319634,713,,35,1,2,"[""Progression"", ""Ruling Class"", ""Grimdark"", ""Psychological"", ""Male Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""High Fantasy"", ""Magic"", ""Mythos"", ""Survival""]","[""psychology:psychological"", ""strong-tag:psychological""]","[""followers=713"", ""rating_count=35""]","Violence. Blood. Ruthlessness.

The Draanian nation was forged upon these principles.

Above it hangs the black sun, the Dead God’s Eye—ever watching, ever indifferent.

Upon a throne of black steel sits the God-King, Tyrannichus Vau. Born of the twin moon goddesses Ral and Turos, Draan is his eternal birthright. For centuries he has ruled: all-powerful, all-knowing, seemingly immortal.

But his son is not.

Ominus Vau, God-Prince of Draan, does not feel quite so divine. Without his father’s merciless disposition or any spark of the godly powers, Ominus feels as mortal as any other.

Yet as the son of a god, much is expected of him.

And in a realm where weakness threatens the throne, the God-King has no hesitation in eliminating threats: even his own blood.

Ambitious eyes circle Ominus, eager to see him fall. Danger waits in every shadow.

In a land without pity, the only one who can save him… is himself.

To survive, Ominus must master the blade.

To survive, he must awaken his latent power.

To survive… he must become a god.

What to expect:

- Dark progression fantasy

- Political intrigue and court conspiracies

- Training and awakening power

- Psychological character development

- Brutality and moral compromise

- Gods, sorcery, and psionics

Release schedule:

[THE STORY OF OMINUS VAU WILL CONTINUE. MORE NEWS SOON.]"
True,https://www.royalroad.com/fiction/139727/the-fall-of-dol-guldur-a-lotr-fanfiction,139727,The Fall of Dol Guldur (a LOTR fanfiction),24.0,5.5,29.5,99,,,1,0,"[""Non-Human Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""Romance"", ""High Fantasy"", ""Male Gay Romance"", ""Male Lead""]","[""philosophy:mortality"", ""psychology:introspective"", ""cross-domain-evidence""]","[""followers=99""]","The Fall of Dol Guldur

A Lord of the Rings fanfiction by d0397

In the twilight of the Third Age, the shadow over Mirkwood deepens. The fortress of Dol Guldur—once a whisper of evil, now a wound upon the forest—calls the Elves to their final stand.

Thandir of Mirkwood

, a weary captain, and

Aranion of Lothlórien

, a messenger-turned-warrior, are bound by duty to a fading world. When the Lady Galadriel summons their realms to unite, they march together beneath waning stars to cleanse the darkness that has haunted their age.

But amid war and ruin, a quieter bond takes root—one forged through loyalty, silence, and unspoken longing. As Dol Guldur falls and the power of the Rings fades, Thandir and Aranion must choose what remains when glory ends: the call of the Undying Lands, or the fragile beauty of love born in shadow.

A story of endings, endurance, and the last light of the Eldar.

New chapters posted weekly.

---

What to Expect:

- Slow-burn M/M romance — emotional, restrained, and deeply felt between two Elven warriors.

- High fantasy atmosphere — battles, alliances, and the final war against Dol Guldur.

- Lore-faithful tone — lyrical prose, mythic melancholy, and reverence for Tolkien’s world.

- Themes of duty, fading light, immortality’s burden, and love enduring beyond decline.

- Character-driven pacing — introspective, graceful, and emotionally rich.

- Sensual but not explicit — intimacy conveyed through touch, memory, and quiet devotion."
True,https://www.royalroad.com/fiction/94582/sunspot,94582,Sunspot,15.0,13.110098360475527,28.110098360475526,9928,,734,1,3,"[""Urban Fantasy"", ""Super Heroes"", ""Sci-fi"", ""Slice of Life"", ""Drama"", ""Action"", ""Fantasy"", ""Artificial Intelligence"", ""Dystopia"", ""First Contact"", ""Gender Bender"", ""Hard Sci-fi"", ""Lesbian Romance"", ""Low Fantasy"", ""Magic"", ""Magical Girl"", ""Magitech"", ""Mecha"", ""Soft Sci-fi"", ""Supernatural"", ""Technologically Engineered""]","[""psychology:trauma"", ""psychology:self discovery""]","[""followers=9928"", ""rating_count=734""]","Change hurts. Hurt changes.

Seven years ago, the Frozen Flame brought magic to Earth—but not to Dalton, who received only scars. Now a lonely shut-in, “Ezzen” has resigned himself to an online life of secondhand magic, dabbling in magitech engineering and fanboying over the Spire and its superhuman Vaetna, the paragons of this new era.

So when fate splinters and magic finds him, it’s the best day of his life—and the worst, as he suddenly becomes a resource in the cold war over control of magical power. From paramilitary organizations to Flame-worshipping cults to incandescent magical girls, the forces of the world sense the ripples and close in.

Worse, his escape exposes the awful secret of the Flame, the thing quietly omitted from all the theory: that instead of the apotheosis he’s dreamt of, the reality of being a flamebearer is cruel and twisted, the bloody path of monsters. And some of those monsters are frighteningly similar to the Vaetna he idolizes.

What to expect:

- Genres: Magic engineering, urban fantasy, traumacore drama, superhero/magical girl action, yuri

- Glyph-based magic system, blood magic sacrifices, body horror mutations

- Girlcreature cast, including hyenagirls, androidgirls, dragongirls, mechgirls, buggirls? and more! (poly, not harem)

- Self discovery arc for the protagonist

- Slow-burn character/relationship driven (in between apocalyptic magical disasters)

Inspired by Katalepsis and bits of The Wandering Inn, and The Culture. Frequently compared to Bioshifter though I haven't read it.

General content warnings:

- Visceral transgender themes (dysphoria, transmisogyny)

- Gore (violent & medical)

- Kidnapping

- Some NSFW

Additional CWs will be listed at the top of chapters.

Sunspot also has its own website

with a glossary, official art, FAQ, and all the public+advance chapters. If you see this story anywhere but that site, RR, or Scribblehub, it's stolen.

Never stubbing."
True,https://www.royalroad.com/fiction/59967/necroepilogos,59967,Necroepilogos,16.0,12.107561865815718,28.10756186581572,8894,,511,1,0,"[""Post Apocalyptic"", ""War and Military"", ""Female Lead"", ""Sci-fi"", ""Multiple Lovers"", ""Action"", ""Horror"", ""Lesbian Romance"", ""Romance Subplot"", ""Soft Sci-fi""]","[""psychology:ptsd"", ""psychology:trauma""]","[""followers=8894"", ""rating_count=511""]","Nothing walks the black cinder of Earth except the undead leftovers, reanimated by science so advanced it may as well be magic. Twisted into unimaginable forms by flesh-shaping and machine-grafting, the undead are the only remnant of a civilization reduced to bitter ash and organic slurry. Zombies shuffle through the ruins of nuclear fire and biological warfare and far worse, alongside rusted war-machines still holding the posts of a thousand ancient conflicts, dwarfed by god-engines turned so alien that even the extinct necromancers would have run screaming.

Elpida doesn’t know this world, but she’s up on her feet, leading a half-dozen other fresh revenants, ripped from the oblivion of eternity and disgorged shivering and naked on cold metal slabs in a womb-lab of blinking lights and blaring alarms, by machines running some ancient plan to spit them out into a world long dead.

Necroepilogos is a web serial about body horror and alienation, weird zombie-girls gluing themselves back together, mad science beyond mortal ken, and trying to cradle the flower of companionship in twitching, undead fingers.

Readers have described Necroepilogos as:

infinite Fortnite with undead lesbians

Necroepilogos: Isekai'd into the Post-Post-Post-Post-Apocalypse by a Graveworm's Gacha Addiction and Now I'm a Cannibal!?

an infinity of fucked up girlthings.

“And you cut me to pieces with your terrible claws. (And we were both girls)”

maginanomachines have for some reason decided to endlessly make the landscape into Zen gardens of violent lesbians

cute girl doing cranial trauma

Girls born after 230000000 only know how to twerk, be gay, gunfight, eat people, and have ptsd

double² double² toil and trouble;

coffins churn and nanos bubble.

grow a cyborg from that lake;

in the coffin boil and bake;

reach through time to perfectly recreate fucked up bitches

they've got God (Telokopolis) and Anime (Gay) on their side

dig up and reanimate your gays

New chapters every Thursdays. Soon, Thursdays and Tuesdays, if things go to plan.

Cover art by Carter W Jessup: https://www.carterwjessup.art/

This Royal Road upload is a mirror of the Necroepilogos website, at: https://necroepilogos.net/ Chapters will be posted here at the exact same time."
True,https://www.royalroad.com/fiction/18574,18574,The Last Science,16.0,11.794780007185128,27.79478000718513,8690,,260,1,0,"[""Urban Fantasy"", ""Multiple Lead Characters"", ""Sci-fi"", ""Contemporary"", ""Secret Identity"", ""Drama"", ""Fantasy"", ""Female Lead"", ""Low Fantasy"", ""Magic"", ""Male Lead"", ""Supernatural""]","[""philosophy:philosophy"", ""philosophy:existence""]","[""followers=8690"", ""rating_count=260""]","No one ever knows the whole story.

Nestled deep in the forests of the Pacific Northwest, something is emerging. Kept in absolute secrecy, it seeps into a fading town, quietly shared from person to person. For Alden Bensen, a directionless high school graduate, this discovery could mean an escape from his empty existence. To Rachel DuValle, perpetually underestimated and dismissed by the world, magic represents a chance to become something much greater than herself.

In the face of an unsuspecting world, their decisions shape the growth of a budding society discovering untold power. This potent force offers anyone the power to change humanity forever—or send it cascading into swift and total annihilation.

Want this story in smaller bites? Click

here

!

The Last Science is an ongoing science-fiction / low-fantasy web novel series, focused on the modern world with a twist. New societies bud and grow, but the people who make them up are imperfect and flawed. The story includes elements of mystery, action, crime, interpersonal drama, relationships, philosophy, sociology, politics, and much more, all centered on the perspective characters driving the tale. Each chapter is pretty long (average ~8000 words), so find somewhere comfy to read.

Content Warning

(by request)

:

This series delves into some topics and situations which may be upsetting for some readers. In American rating parlance, the narrative would be rated PG-13 (except for language), but some have noted the story can get pretty dark on occasion. Please use your best judgment, and don't be afraid to take breaks and come back later. I'll still be here!

This story will also be published at my website (

https://etzo.li

). There will be no differences in content, but slight differences in formatting.

I am not publishing this anywhere else at this time,

though there are some older posts floating around a few places that were mine. Feel free to read at whichever site or app you prefer. If you're enjoying the story, consider dropping me a vote over on

Top Web Fiction

, or come say hi on

Discord

. Thanks!

Need more to read? Check out my other story,

Epilogue

— a post-fantasy psychodrama. Now complete!

This story is a participant in the

Write til the End pledge

. It will be completed, no matter the cost."
True,https://www.royalroad.com/fiction/88287/blue-star-enterprises,88287,Blue Star Enterprises,14.0,13.732348450868367,27.732348450868365,10515,,1543,1,4,"[""Non-Human Lead"", ""Sci-fi"", ""Slice of Life"", ""Drama"", ""Adventure"", ""Fantasy"", ""Male Lead"", ""Soft Sci-fi"", ""Technologically Engineered""]","[""philosophy:identity"", ""philosophy:consciousness""]","[""followers=10515"", ""rating_count=1543""]","In a distant future, Alexander wakes to a reality where his past is a fog and his consciousness inhabits a robot body. Faced with a fragmented memory and an uncertain future, he embarks on a quest for answers. Amidst the hum of his repair shop, where he scrapes by, he delves into the mystery of his transformation.

As Alexander forges ahead, stitching together the threads of his identity, unexpected companions join his journey. Among them is a precocious girl whose presence sparks forgotten emotions, offering a glimpse of his lost humanity. Yet, in the shadows, lurk those drawn by his technological prowess, casting ominous shadows over his path.

Caught between the pursuit of understanding and the threat of those who covet his abilities, Alexander confronts a pivotal question: will he succumb to adversity or emerge from the crucible stronger than before?

Discord"
True,https://www.royalroad.com/fiction/13468/paladin,13468,Paladin,14.0,13.52927925173949,27.52927925173949,30605,,1141,1,0,"[""Strategy"", ""Male Lead"", ""Sci-fi"", ""Strong Lead"", ""Action"", ""Adventure""]","[""psychology:sanity"", ""psychology:insanity""]","[""followers=30605"", ""rating_count=1141""]","When the first derelict alien spacecraft fell to Earth, humanity took what was found in it and propelled themselves to new heights. In their new Golden Age, humanity developed technology that they had only dreamed about. The following years saw hundreds more ships crash into the planet, spurring even greater technological leaps.

An unassuming spacecraft, one of the dozens that fell yearly, descended on Siberia in 2021. The world took no particular notice of it. However, this one contained something beyond the miraculous technology that had made humans so prosperous.

Three years later, in a top-secret underground facility in eastern Colorado, the automated construction of an army of Paladin Mobile Infantry Suits was underway. With this new, state-of-the-art weaponry, the military would turn the tide against the alien incursion that was consuming the planet. Humanity fell before that could happen. Sam was an engineer responsible for overseeing the facility. Now alone, he lives in utter boredom and near insanity, his only company the base’s pseudo AI and an army of empty Paladins. With the world gone to hell around him, and the things that caused it still living above, he decides that he is much better off staying exactly where he is. Unfortunately for him, that is no longer an option.

This is the first novel I've written. The first fifteen or so chapters are going to be a little slower. I want there to be time to get to know the characters before they start blowing stuff up. Also, though the MC will be strong relative to the world, he won't be OP, and won't win every fight. Not every fight will be physical either.

Currently, I'm aiming for something like 5 fairly short chapters a week, after the introduction part is done, but we'll see how that goes. Thanks for reading, and please let me know if I've made mistakes!"
True,https://www.royalroad.com/fiction/127257/fantasy-game,127257,FANTASY GAME,20.5,6.927575654691111,27.42757565469111,91,,,2,0,"[""Time Loop"", ""Strategy"", ""Psychological"", ""Male Lead"", ""Sci-fi"", ""Action"", ""Drama"", ""Low Fantasy"", ""School Life"", ""Supernatural""]","[""philosophy:human nature"", ""strong-tag:psychological""]","[""followers=91""]","Seven years ago, a world-shaking show captivated the entire globe, an unforgettable experience and a chance to become rich overnight.

But all good things come to an end… and this game did, in a pool of blood, leaving only one scarred winner behind.

Now, it's back, reborn under a new face, ready to change the world’s very perception of reality.

Who are the shadowy investors behind it?

Why bring the game back at all?

Human nature is fragile. For the right price, we forget yesterday’s brother and sell our souls for survival.

Are you ready to join a survival game where every nation is a contender… and only the strongest live to tell the tale?"
True,https://www.royalroad.com/fiction/19206/lone-the-wanderer,19206,Lone: The Wanderer,14.0,13.295132818870027,27.295132818870027,14239,,972,1,2,"[""LitRPG"", ""Portal Fantasy / Isekai"", ""Progression"", ""Ruling Class"", ""Non-Human Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""High Fantasy"", ""Magic"", ""Male Lead"", ""Romance Subplot"", ""Secret Identity"", ""Strong Lead"", ""Supernatural""]","[""psychology:depression"", ""psychology:trauma""]","[""followers=14239"", ""rating_count=972""]","A story about a history teacher gaming-addict with familial trauma, and a peculiar woman seemingly stuck out of time and beyond out of touch.

The two have been thrust into the weird and whimsical world of Altros, a planet with divides born of very real superhuman strength courtesy of an odd ranking system, and, naturally, species differences.

Not exactly the best of news for our resident Scottish history teacher whose ears have changed into fox ones alongside his nine new fluffy tails.

First though, Darren, or Lone, or whatever else the weird system claims he's called, has to figure out how to live with his new companion Sofia, for seemingly forever while also just barely managing to survive being stranded on a monster-infested island with a self-proclaimed former-immortal who can see despite being blind, can freely teleport, and who also, of course, seems prone to experiencing bouts of extreme depression.

Not an ideal situation when he himself hasn't been in a great headspace for over a decade now. But hey, at least there's an incredibly expansive litRPG system to keep the both of them entertained, right? That'll fight off the fear of death, surely.

[Goal of 1 chapter per week, the only exceptions being announced breaks or emergencies, but in reality, my current release rate is about 1 chapter a month.]

The cover art is courtesy of the very kind and talented ssddx.

If you see this on Amazon or any Google stores like the Play Store, it has been stolen. I haven't posted my works anywhere except for Royal Road."
True,https://www.royalroad.com/fiction/137498/symphony-of-the-stars,137498,Symphony of the Stars,21.0,6.020142775970149,27.02014277597015,181,,,1,0,"[""Reincarnation"", ""Post Apocalyptic"", ""War and Military"", ""Multiple Lead Characters"", ""Tragedy"", ""Fantasy"", ""Horror"", ""Mystery"", ""Dungeon Crawler"", ""Dystopia"", ""High Fantasy"", ""Magic"", ""Strategy"", ""Supernatural""]","[""philosophy:existence"", ""psychology:madness"", ""cross-domain-evidence""]","[""followers=181""]","Symphony of the Stars

tells of

Aeltharia

, the realm born beneath the breath of the

Goddess of Creation

, where light once bowed to wisdom and elves ruled in harmony with humankind. Yet when the Goddess withdrew her hand and silence fell upon the heavens, mortals waged a desperate war against the creeping shadow of

demonkind

. From the ashes of countless empires rose the

Seven Nations

, forged by blood, faith, and the will to defy extinction. But victory came at a cruel price. Humanity faded from existence, leaving behind their cursed progeny—the

sanguines

, ethereal heirs of men who drink the lifeblood of memory itself. Madness whispers to them like a song from the void, and many fall, becoming beasts that devour the children of dawn. In pity or punishment, the Divine veiled the skies in

Eternal Night

, granting them the mercy of darkness and the time to endure. And so beneath the mourning stars, vampirekind walks the twilight of a fallen world, haunted by the echo of what they once were."
True,https://www.royalroad.com/fiction/120928/courting-death-xianxia-reincarnation,120928,"Courting Death (Xianxia, Reincarnation)",13.0,13.154890088070065,26.154890088070065,20011,,1127,1,0,"[""Portal Fantasy / Isekai"", ""Progression"", ""Wuxia"", ""Male Lead"", ""Strong Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""Cultivation"", ""High Fantasy"", ""Magic"", ""Reincarnation"", ""Romance Subplot"", ""Supernatural""]","[""philosophy:mortality"", ""philosophy:existence""]","[""followers=20011"", ""rating_count=1127""]","Martin Zheng has always held dying hands and listened for the hush that comes after the final heartbeat. It's his gift, his burden. Until the night he gives his own life to shove a child away from speeding headlights and awakens in Death's embrace.

She is Thanara: silver-haired, star-eyed, lonelier than the long darkness she guides. For one stolen moment, two caretakers share a tenderness deeper than fear, then the cosmos snatches Martin away, declaring his demise ""an error"" and hurling him back to existence.

Reborn as Mingxuan in the Elemental Realm, a land where sword-saints carve mountains, skies burn a different colour each day, and power is measured in the lives you can end, Martin remembers only fragments: a scent of rain-drenched lilacs, a pulse in his chest, a promise to meet Death again. While rival sects chase immortality, he walks the forbidden Dao of Death, mastering the grace of endings so he can stand beside the woman no one dares to love.

oOo

Slow-burn

Slice of Life with occasional action

Gradual Progression

oOo

Updates Mondays"
True,https://www.royalroad.com/fiction/174101/psychic-immortal,174101,Psychic Immortal,15.0,10.901390849025002,25.901390849025002,2728,,106,1,2,"[""Portal Fantasy / Isekai"", ""Progression"", ""Cultivation"", ""Comedy"", ""Male Lead"", ""Fantasy"", ""Attractive Lead"", ""High Fantasy"", ""Multiple Lovers"", ""Romance Subplot""]","[""philosophy:consciousness"", ""philosophy:mortality""]","[""followers=2728"", ""rating_count=106""]","Xiao Xuan was just a college student translating cultivation novels, until a lightning bolt sent him into one.

Reborn as the crippled live-in son-in-law of the Su Clan, he has no legendary bloodline, no cheat system, and barely enough talent to survive.

But while everyone around him devotes their lives to cultivating the body, Xiao Xuan begins walking a path no one else has ever pursued: the cultivation of the mind.

Armed with his knowledge of countless cultivation novels and modern reasoning, he must uncover just how far consciousness can evolve in a world that has spent millennia chasing immortality through strength alone.

Xianxia Troupe Subversion · Sane & Intelligent MC · Slow Progression · Comedy · Slow Romance · Sensible Harem

Release: Mon

·

Fri @ 5:07 AM PDT

Discord:

https://discord.com/invite/XvKwGFAGPZ"
True,https://www.royalroad.com/fiction/59663/godclads,59663,Godclads,13.0,12.543721238111436,25.543721238111438,8849,,1411,1,0,"[""LitRPG"", ""Urban Fantasy"", ""Progression"", ""Post Apocalyptic"", ""Anti-Hero Lead"", ""Action"", ""Adventure"", ""Fantasy"", ""Sci-fi"", ""Artificial Intelligence"", ""Cyberpunk"", ""Dystopia"", ""Genetically Engineered"", ""Grimdark"", ""High Fantasy"", ""Kingdom Building"", ""Magic"", ""Male Lead"", ""Mythos"", ""Non-Human Lead"", ""Soft Sci-fi"", ""Strategy"", ""Strong Lead"", ""Supernatural"", ""Technologically Engineered"", ""War and Military""]","[""philosophy:mortality"", ""philosophy:existence""]","[""followers=8849"", ""rating_count=1411""]","Avo was born to destroy New Vultun

. In a twist of fate

, he’ll become its only hope for salvation

.

The gods were the enemy

. The slaver

. The chains

. With dreams of paradise

, humanity slaughtered them and stole their powers

, opening the path to become more – to ascend

.

Instead

, they nearly destroyed the world

.

Vast hive cities serve as the final bastions against the crumbling of reality

. New Vultun is the greatest of them all

, and within its borders

, ascenders wage war to determine the laws of existence itself

.

The world descends ever deeper into ruination

.

Avo was born a weapon

, a slave to his instincts and his masters

. He and his brothers were made to burn New Vultun to ashes

. Everything changes when Avo gains immortality and becomes heir to an impossible legacy

.

He must ascend the megacity of New Vultun

. He must challenge the very tyrants that usurped the gods

.

He must finally free the world from chains

.

Chapters are usually around 2.5 to 3k words.

Disclaimer

: Expect detailed descriptions of violence, cannibalism, and cursing.

Expect: Monster mc, magitech, cyberpunk, implants, atrocities, oppression, non-human protagonist, reality-warping powers, and combined arms warfare.

Do not expect: Smut, romance

If you develop a sudden outbreak of rash after reading Godclads, it's not the story. But go see a doctor. Just in case."
True,https://www.royalroad.com/fiction/133728/devils-daughter,133728,Devil's daughter,19.5,6.0,25.5,99,,,1,2,"[""Anti-Hero Lead"", ""Strategy"", ""Psychological"", ""Female Lead"", ""Slice of Life"", ""Action"", ""Mystery"", ""Attractive Lead"", ""Romance Subplot"", ""Secret Identity"", ""Strong Lead"", ""Villainous Lead""]","[""philosophy:morality"", ""strong-tag:psychological""]","[""followers=99""]","Beneath the governments and the guise of a just world there lies a snare that eats away at very foundation of justice and morality. A snare that weilds immense power, its patrons are many and so are its victims

.........

An Unambitious dwindler navigating the ethos of life in a quest to figure out how to be 'human' in the true sense of the term. But 'fate' had other plans for her.

Upon being forced out of solitude, she must somehow keep herself steady as the skeletons in her closet form chains of iron around her ankles, pulling her into an endless abyss with every step.

........

'

In this world nothing exists without cause, 'coincidence' is a fool's excuse

'"
True,https://www.royalroad.com/fiction/69543/lavender-eyes,69543,Lavender Eyes,18.5,6.415763793467985,24.915763793467985,286,,,1,0,"[""Urban Fantasy"", ""Strategy"", ""Psychological"", ""Multiple Lead Characters"", ""Sci-fi"", ""Adventure"", ""Fantasy"", ""Attractive Lead"", ""Cyberpunk"", ""Magic"", ""Male Lead"", ""Strong Lead"", ""Supernatural"", ""Technologically Engineered""]","[""philosophy:existence"", ""strong-tag:psychological""]","[""followers=286""]","Long ago, the world of Terrenter was created from the wishes of lavender dragons who wanted to find a place to call home. After the world became flourished with nature and humans, the dragons left the world save for one. That dragon continued granting wishes for humans until it disappeared one day. Now, people rarely remember its existence and only believe them to be folklore.

Arcturus Mercury believed they truly existed and is searching for evidence. His travels bring him to the barren icy lands of Eternally where the dragon once lived. Braving through a never-ending snowstorm, he stumbled upon a trapdoor in a cave where he encountered Nova, a mysterious and beautiful man with lavender eyes who seems rather knowledgable about the lore. Nova then proposed to grant Arcturus's wish on the condition to help him grant the wishes of all living beings in the world."
True,https://www.royalroad.com/fiction/128991/cafe-stardust,128991,Cafe Stardust,19.5,5.327627704767433,24.827627704767433,81,,,1,0,"[""Progression"", ""Comedy"", ""Psychological"", ""Non-Human Lead"", ""Sci-fi"", ""Adventure"", ""Cozy"", ""Gender Bender"", ""Hard Sci-fi"", ""Male Lead"", ""Slice of Life"", ""Soft Sci-fi""]","[""psychology:therapy"", ""strong-tag:psychological""]","[""followers=81""]","Hello! My name is Johnny.

I was abducted some time ago to a small rock orbiting Saturn. To ease my relocation, I was given a laptop with a request to write a diary. The idea is supposedly to keep my mind from crumbling and help me organize my thoughts. Writing is said to be therapeutic. But when I look around, it feels like the universe should be the one getting therapy.

Then I was asked to come up with this kind of introduction about what's to come. A cat, who seems to be able to talk, said it had created an account on this platform for my scribblings. It's apparently beneficial to imagine someone reading your texts. Well, here we go, since I have no other choice.

If there is anyone on Earth who decides to devote their time to my thoughts, welcome to Café Stardust. There seems to be a rather motley crew residing here permanently, and most of them are not human. Not to mention those who visit as customers. It looks like it will be a long journey, but if taking the necessary steps guarantees me a warm meal and a place to sleep, it's probably best to get going.

PS. there are no cameras here in the café, so I drew the cover image by hand. It's just me sitting at a table, watching outside and writing."
